Business Unit,Account Description,Descr,Fiscal Year,Accounting Period,Sum of Amount
BEL01,I/P REVENUE - EPIC,HEALTHFIRST,2020,6,-16769811.01
BEL01,I/P REVENUE - EPIC,HEALTHFIRST,2020,7,-18285086.9
BEL01,I/P REVENUE - EPIC,HEALTHFIRST,2020,8,-18025931.31
BEL01,I/P REVENUE - EPIC,HEALTHFIRST,2020,9,-15008047.69
BEL01,I/P REVENUE - EPIC,HEALTHFIRST,2020,10,-21095039.95
BEL01,I/P REVENUE - EPIC,HEALTHFIRST,2020,11,-18864125.8
BEL01,I/P REVENUE - EPIC,HEALTHFIRST,2020,12,-19914911.06
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2019,9,-1052304.92
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2019,10,-24621648.61
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2019,11,-26102862.66
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2019,12,-7707757.92
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,1,-31214791.48
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,2,-34199210.02
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,3,-36783252.5
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,4,-32358828.58
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,5,-27912019.95
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,6,-34754522.06
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,7,-37819050.51
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,8,-33226965.41
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,9,-32289047.4
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,10,-43559903.55
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,11,-43464433.56
BEL01,I/P REVENUE - EPIC,MEDICAID FFS,2020,12,-40168425.31
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,9,-4143.23
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,10,-266024.33
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,11,-158700.98
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,12,-63822.23
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,1,-396998.27
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,2,-297475.3
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,3,-252031.59
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,4,-290504.58
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,5,-647863.18
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,6,-140933.59
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,7,-70435.02
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,8,-313950.25
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,9,-206463.95
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,10,-111010.29
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,11,-242017.29
BEL01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,12,-571081.85
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2019,9,-461691.34
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2019,10,-11673898.72
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2019,11,-13799910.78
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2019,12,-3994064.77
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,1,-15110619.05
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,2,-12063200.04
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,3,-11959310.77
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,4,-11854358.53
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,5,-12810414.96
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,6,-12226269.64
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,7,-15693953.19
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,8,-11209300.09
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,9,-11461721.48
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,10,-16622145.95
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,11,-15101978.9
BEL01,I/P REVENUE - EPIC,MEDICARE FFS,2020,12,-14129728.31
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,10,-161117.81
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,11,-44886.37
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,12,33148.28
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,1,-75412.79
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,2,-265368.68
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,3,-186011.54
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,4,-242875.27
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,5,-493832.91
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,6,-466081.86
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,7,-175283.32
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,8,-120198.43
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,9,-180593.97
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,10,-105473.97
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,11,-161650.73
BEL01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,12,-278583.63
BEL01,I/P REVENUE - EPIC,METROPLUS,2019,9,-440646.74
BEL01,I/P REVENUE - EPIC,METROPLUS,2019,10,-12619475.94
BEL01,I/P REVENUE - EPIC,METROPLUS,2019,11,-12900651.4
BEL01,I/P REVENUE - EPIC,METROPLUS,2019,12,-4273571.16
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,1,-18397010.93
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,2,-15020765.13
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,3,-16291815.24
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,4,-16093618.47
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,5,-14185288.9
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,6,-15348553.7
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,7,-15453433.39
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,8,-12866506.32
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,9,-11866062
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,10,-11766462.2
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,11,-11790634.96
BEL01,I/P REVENUE - EPIC,METROPLUS,2020,12,-15615470.67
BEL01,I/P REVENUE - EPIC,NO FAULT,2019,10,-747992.34
BEL01,I/P REVENUE - EPIC,NO FAULT,2019,11,-1707655.91
BEL01,I/P REVENUE - EPIC,NO FAULT,2019,12,-684710.32
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,1,-322564.58
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,2,-1204635.82
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,3,13276.31
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,4,-429726.12
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,5,-483337.25
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,6,-242918.86
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,7,-1453378.83
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,8,-130943.2
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,9,-637694.42
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,10,-304803.65
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,11,39095.4
BEL01,I/P REVENUE - EPIC,NO FAULT,2020,12,-204171.25
BEL01,I/P REVENUE - EPIC,OTHER,2019,9,-136028.3
BEL01,I/P REVENUE - EPIC,OTHER,2019,10,-2460803.94
BEL01,I/P REVENUE - EPIC,OTHER,2019,11,-1468336.39
BEL01,I/P REVENUE - EPIC,OTHER,2019,12,-434179.73
BEL01,I/P REVENUE - EPIC,OTHER,2020,1,-1046959.44
BEL01,I/P REVENUE - EPIC,OTHER,2020,2,-1378604.14
BEL01,I/P REVENUE - EPIC,OTHER,2020,3,-1769696.06
BEL01,I/P REVENUE - EPIC,OTHER,2020,4,-2045439.07
BEL01,I/P REVENUE - EPIC,OTHER,2020,5,-2105937.71
BEL01,I/P REVENUE - EPIC,OTHER,2020,6,-1936550.25
BEL01,I/P REVENUE - EPIC,OTHER,2020,7,-2191483.55
BEL01,I/P REVENUE - EPIC,OTHER,2020,8,-2298929.17
BEL01,I/P REVENUE - EPIC,OTHER,2020,9,-1692189.42
BEL01,I/P REVENUE - EPIC,OTHER,2020,10,-2241123.47
BEL01,I/P REVENUE - EPIC,OTHER,2020,11,-1662392.88
BEL01,I/P REVENUE - EPIC,OTHER,2020,12,-1103352.8
BEL01,I/P REVENUE - EPIC,OTHER HMO,2019,9,-854335.93
BEL01,I/P REVENUE - EPIC,OTHER HMO,2019,10,-23835209.68
BEL01,I/P REVENUE - EPIC,OTHER HMO,2019,11,-25292197.29
BEL01,I/P REVENUE - EPIC,OTHER HMO,2019,12,-6704469.52
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,1,-29408578.91
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,2,-27054543.7
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,3,-24656869.53
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,4,-26845882.12
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,5,-29826216.2
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,6,-27443469.13
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,7,-24783055.44
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,8,-25645569.49
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,9,-26506383.13
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,10,-34900153.97
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,11,-33635272.64
BEL01,I/P REVENUE - EPIC,OTHER HMO,2020,12,-35301940.54
BEL01,I/P REVENUE - EPIC,SELF PAY,2019,9,-1465128.08
BEL01,I/P REVENUE - EPIC,SELF PAY,2019,10,-8975337.42
BEL01,I/P REVENUE - EPIC,SELF PAY,2019,11,-8739475.59
BEL01,I/P REVENUE - EPIC,SELF PAY,2019,12,-3262718.14
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,1,-2595658.69
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,2,-6759673.04
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,3,-3725149.13
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,4,-6548144.22
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,5,-9147286.41
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,6,-8057454.24
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,7,-2332168.1
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,8,-7306252.16
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,9,-7790341.34
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,10,-2726633.63
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,11,6054418.95
BEL01,I/P REVENUE - EPIC,SELF PAY,2020,12,-1791696.47
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,10,-682351.09
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,11,-1463062.77
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,12,-249996.71
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,1,-1617488.45
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,2,-1291838.49
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,3,-480992.21
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,4,98708.9
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,5,-356482.09
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,6,-621815.39
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,7,-479508.12
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,8,-157641.88
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,9,-540065.85
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,10,-197388.55
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,11,-88411.14
BEL01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,12,-485349.2
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,10,-8010.65
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,11,-7143.8
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,1,-689.51
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,2,4475.3
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,3,195.53
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,4,-2175.14
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,5,-30994.41
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,6,-2264.42
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,7,21530.57
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,8,3271.44
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,9,21142.1
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,10,1018.66
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,11,-46997.8
BEL01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,12,8678.46
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2019,9,-19224.92
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2019,10,-5684020.48
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2019,11,-7942105.63
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2019,12,-2193654.44
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,1,-8128982.37
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,2,-8820750.31
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,3,-8308005.09
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,4,-10341141.14
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,5,-8193052.63
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,6,-9391643.31
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,7,-9998935.67
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,8,-9549818.7
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,9,-7167980.38
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,10,-3303780.09
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,11,-4442498.71
BEL01,O/P REVENUE - EPIC,HEALTHFIRST,2020,12,-5961264.73
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2019,9,-23662.48
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2019,10,-4140793.73
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2019,11,-4498237.32
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2019,12,-915746.2
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,1,-3893732.72
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,2,-5019999.4
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,3,-4555063.8
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,4,-6278996.85
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,5,-5512977.43
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,6,-5396460.32
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,7,-5991547.89
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,8,-5272615.01
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,9,-4065083.08
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,10,-2748988.99
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,11,-3505587.24
BEL01,O/P REVENUE - EPIC,MEDICAID FFS,2020,12,-4534185.63
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,10,-7524.97
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,11,-13924.92
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,12,-11241.46
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,1,-30719.1
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,2,-34590.93
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,3,-12217.81
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,4,-19101.39
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,5,-74332.98
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,6,-52641.07
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,7,-35155.8
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,8,-18506.57
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,9,-28844
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,10,-25572.46
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,11,-17788.07
BEL01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,12,-36682.28
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2019,9,-11585.73
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2019,10,-2300082.06
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2019,11,-3332126.71
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2019,12,-808885.45
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,1,-3934439.52
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,2,-3506062.78
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,3,-3057845.96
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,4,-3868086.15
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,5,-3380806.32
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,6,-3486157.27
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,7,-3398144.4
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,8,-2799834.47
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,9,-2385726.09
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,10,-959569.82
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,11,-1490924.21
BEL01,O/P REVENUE - EPIC,MEDICARE FFS,2020,12,-1889689.43
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,10,-4059.75
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,11,-193.62
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,12,-509.33
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,1,-17913.41
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,2,-5057.6
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,3,-7390.91
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,4,-21939.33
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,5,-28190.09
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,6,-31453.75
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,7,-31415.34
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,8,-38911.48
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,9,-10709.39
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,10,-28262.22
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,11,-20839.23
BEL01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,12,-33702.18
BEL01,O/P REVENUE - EPIC,METROPLUS,2019,9,-26218.41
BEL01,O/P REVENUE - EPIC,METROPLUS,2019,10,-8965136.56
BEL01,O/P REVENUE - EPIC,METROPLUS,2019,11,-11112065.24
BEL01,O/P REVENUE - EPIC,METROPLUS,2019,12,-2987964.66
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,1,-11637613.25
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,2,-11861203.59
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,3,-11351162.03
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,4,-13360941.44
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,5,-11198451.46
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,6,-12491245.54
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,7,-12938790.52
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,8,-12171231.16
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,9,-8344756.94
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,10,-3469888.07
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,11,-4681788.51
BEL01,O/P REVENUE - EPIC,METROPLUS,2020,12,-7667045.58
BEL01,O/P REVENUE - EPIC,NO FAULT,2019,10,-5771.8
BEL01,O/P REVENUE - EPIC,NO FAULT,2019,11,-19873.54
BEL01,O/P REVENUE - EPIC,NO FAULT,2019,12,-5561.43
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,1,-24199.65
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,2,-45965.53
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,3,-76878.56
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,4,-32719.13
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,5,-36169.64
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,6,-120255.65
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,7,-86875.46
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,8,-41344.25
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,9,-40340.42
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,10,-15265.17
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,11,-10975.97
BEL01,O/P REVENUE - EPIC,NO FAULT,2020,12,-19532.24
BEL01,O/P REVENUE - EPIC,OTHER,2019,9,-3271.04
BEL01,O/P REVENUE - EPIC,OTHER,2019,10,-412361.76
BEL01,O/P REVENUE - EPIC,OTHER,2019,11,-472951.37
BEL01,O/P REVENUE - EPIC,OTHER,2019,12,-124042.5
BEL01,O/P REVENUE - EPIC,OTHER,2020,1,-533323.79
BEL01,O/P REVENUE - EPIC,OTHER,2020,2,-450167.49
BEL01,O/P REVENUE - EPIC,OTHER,2020,3,-384422.73
BEL01,O/P REVENUE - EPIC,OTHER,2020,4,-449813.59
BEL01,O/P REVENUE - EPIC,OTHER,2020,5,-385820.52
BEL01,O/P REVENUE - EPIC,OTHER,2020,6,-486917.71
BEL01,O/P REVENUE - EPIC,OTHER,2020,7,-454653.18
BEL01,O/P REVENUE - EPIC,OTHER,2020,8,-282924.06
BEL01,O/P REVENUE - EPIC,OTHER,2020,9,-395380.91
BEL01,O/P REVENUE - EPIC,OTHER,2020,10,-161952.05
BEL01,O/P REVENUE - EPIC,OTHER,2020,11,-134230.64
BEL01,O/P REVENUE - EPIC,OTHER,2020,12,-287048.39
BEL01,O/P REVENUE - EPIC,OTHER HMO,2019,9,-24156.67
BEL01,O/P REVENUE - EPIC,OTHER HMO,2019,10,-7611807.19
BEL01,O/P REVENUE - EPIC,OTHER HMO,2019,11,-10603601.09
BEL01,O/P REVENUE - EPIC,OTHER HMO,2019,12,-2880165.6
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,1,-12205042.77
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,2,-11267489.59
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,3,-39468986.53
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,4,-12935366.01
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,5,-12121884.7
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,6,-12375186.3
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,7,-12171624.41
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,8,16047051.5
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,9,-9533486.02
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,10,-5855293.59
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,11,-5908229.06
BEL01,O/P REVENUE - EPIC,OTHER HMO,2020,12,-9174278.02
BEL01,O/P REVENUE - EPIC,SELF PAY,2019,9,-102891.84
BEL01,O/P REVENUE - EPIC,SELF PAY,2019,10,-13164924.78
BEL01,O/P REVENUE - EPIC,SELF PAY,2019,11,-13766096.15
BEL01,O/P REVENUE - EPIC,SELF PAY,2019,12,-3469028.59
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,1,-12441239.09
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,2,-13434645.76
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,3,-12475480.03
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,4,-12075327.05
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,5,-11198458.25
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,6,-13766585.27
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,7,-13911633.62
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,8,-13750063.74
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,9,-10070115.19
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,10,-1884507.2
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,11,-3272001.69
BEL01,O/P REVENUE - EPIC,SELF PAY,2020,12,-6334618.09
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2019,9,-2323.68
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2019,10,-225598.83
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2019,11,-124236.79
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2019,12,-39897.65
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,1,-237883.76
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,2,-129660.31
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,3,-232924.07
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,4,-249456.72
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,5,-319286.27
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,6,-273540.84
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,7,-181939.18
BEL01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,8,-207974.7
