IP or OP,Business Unit,Financial Class,Payor,Year,Year Quarter,Payment Amount
IP,Bellevue,Medicare Managed Care,UHC OXFORD MCR [2450],2019,2019 Q3,-11176.5
IP,Bellevue,Medicare Managed Care,UHC OXFORD MCR [2450],2019,2019 Q4,-1133464.88
IP,Bellevue,Medicare Managed Care,UHC OXFORD MCR [2450],2020,2020 Q1,0
IP,Bellevue,Medicare Managed Care,UHC OXFORD MCR [2450],2020,2020 Q3,0
IP,Bellevue,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q1,0
IP,Bellevue,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q2,-1084497.46
IP,Bellevue,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q3,-1480513.39
IP,Bellevue,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2019,2019 Q4,-175922.93
IP,Bellevue,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2020,2020 Q1,-2155.41
IP,Bellevue,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2020,2020 Q2,-50275.84
IP,Bellevue,Medicare Managed Care,UNITEDHEALTHCARE MCR [2420],2020,2020 Q3,-24998.06
IP,Bellevue,Medicare Managed Care,VILLAGECARE MCR [2440],2019,2019 Q1,0
IP,Bellevue,Medicare Managed Care,VILLAGECARE MCR [2440],2019,2019 Q2,-73256.59
IP,Bellevue,Medicare Managed Care,VILLAGECARE MCR [2440],2019,2019 Q3,-93408.85
IP,Bellevue,Medicare Managed Care,VILLAGECARE MCR [2440],2019,2019 Q4,-70966.6
IP,Bellevue,Medicare Managed Care,VILLAGECARE MCR [2440],2020,2020 Q1,-2607.55
IP,Bellevue,Medicare Managed Care,VILLAGECARE MCR [2440],2020,2020 Q2,0
IP,Bellevue,Medicare Managed Care,VNSNY CHOICE MCR [2460],2019,2019 Q2,-78256.26
IP,Bellevue,Medicare Managed Care,VNSNY CHOICE MCR [2460],2019,2019 Q3,-52511.51
IP,Bellevue,Medicare Managed Care,VNSNY CHOICE MCR [2460],2020,2020 Q1,0
IP,Bellevue,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q1,0
IP,Bellevue,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q2,-406190.36
IP,Bellevue,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q3,-314377.34
IP,Bellevue,Medicare Managed Care,WELLCARE MCR [2480],2019,2019 Q4,-111103.71
IP,Bellevue,Medicare Managed Care,WELLCARE MCR [2480],2020,2020 Q1,-27098.71
IP,Bellevue,Medicare Managed Care,WELLCARE MCR [2480],2020,2020 Q2,-3688.96
IP,Bellevue,Medicare Managed Care,WELLCARE MCR [2480],2020,2020 Q3,0
IP,Bellevue,No Fault,ALLSTATE INSURANCE [7020],2019,2019 Q3,0
IP,Bellevue,No Fault,ALLSTATE INSURANCE [7020],2019,2019 Q4,6103.42
IP,Bellevue,No Fault,AMERICAN TRANSIT [7040],2020,2020 Q2,0
IP,Bellevue,No Fault,COUNTRY-WIDE INSURANCE [7320],2019,2019 Q3,0
IP,Bellevue,No Fault,COUNTRY-WIDE INSURANCE [7320],2019,2019 Q4,-22864.85
IP,Bellevue,No Fault,GEICO INSURANCE [7060],2019,2019 Q2,0
IP,Bellevue,No Fault,GEICO INSURANCE [7060],2019,2019 Q3,0
IP,Bellevue,No Fault,GEICO INSURANCE [7060],2019,2019 Q4,-22403.74
IP,Bellevue,No Fault,GEICO INSURANCE [7060],2020,2020 Q1,-502.16
IP,Bellevue,No Fault,HEREFORD [7350],2019,2019 Q2,-103.08
IP,Bellevue,No Fault,HEREFORD [7350],2019,2019 Q3,-12428.75
IP,Bellevue,No Fault,HEREFORD [7350],2019,2019 Q4,-52466.31
IP,Bellevue,No Fault,HEREFORD [7350],2020,2020 Q2,-64.07
IP,Bellevue,No Fault,MVAIC [7080],2019,2019 Q2,0
IP,Bellevue,No Fault,MVAIC [7080],2019,2019 Q3,-86162.11
IP,Bellevue,No Fault,MVAIC [7080],2019,2019 Q4,1249.44
IP,Bellevue,No Fault,MVAIC [7080],2020,2020 Q1,0
IP,Bellevue,No Fault,MVAIC [7080],2020,2020 Q2,0
IP,Bellevue,No Fault,NO FAULT MISC [7000],2019,2019 Q2,-33995.94
IP,Bellevue,No Fault,NO FAULT MISC [7000],2019,2019 Q3,-409682.84
IP,Bellevue,No Fault,NO FAULT MISC [7000],2019,2019 Q4,-274868.81
IP,Bellevue,No Fault,NO FAULT MISC [7000],2020,2020 Q1,-34506.07
IP,Bellevue,No Fault,NO FAULT MISC [7000],2020,2020 Q2,-46240.46
IP,Bellevue,No Fault,PROGRESSIVE INS [7200],2019,2019 Q3,-42364.97
IP,Bellevue,No Fault,STATE FARM MUTUAL [7300],2019,2019 Q2,0
IP,Bellevue,No Fault,STATE FARM MUTUAL [7300],2019,2019 Q3,0
IP,Bellevue,No Fault,TRAVELERS NO FAULT [7330],2019,2019 Q2,0
IP,Bellevue,Other Government,CRIME VICTIMS [9090],2019,2019 Q2,0
IP,Bellevue,Other Government,CRIME VICTIMS [9090],2019,2019 Q3,0
IP,Bellevue,Other Government,CRIME VICTIMS [9090],2020,2020 Q1,-19320.52
IP,Bellevue,Other Government,CRIME VICTIMS [9090],2020,2020 Q2,0
IP,Bellevue,Other Government,CRIME VICTIMS [9090],2020,2020 Q3,-8971.95
IP,Bellevue,Other Government,FEDERAL PRISONER [5182],2019,2019 Q2,0
IP,Bellevue,Other Government,FEDERAL PRISONER [5182],2019,2019 Q3,-18451.16
IP,Bellevue,Other Government,FEDERAL PRISONER [5182],2020,2020 Q1,-150351.18
IP,Bellevue,Other Government,FEDERAL PRISONER [5182],2020,2020 Q3,0
IP,Bellevue,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q1,0
IP,Bellevue,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q2,0
IP,Bellevue,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q3,0
IP,Bellevue,Other Government,NEW YORK CITY PRISONER [5183],2019,2019 Q4,0
IP,Bellevue,Other Government,NEW YORK CITY PRISONER [5183],2020,2020 Q1,0
IP,Bellevue,Other Government,NEW YORK CITY PRISONER [5183],2020,2020 Q2,0
IP,Bellevue,Other Government,NEW YORK CITY PRISONER [5183],2020,2020 Q3,0
IP,Bellevue,Other Government,NEW YORK STATE PRISONER [5181],2019,2019 Q1,0
IP,Bellevue,Other Government,NEW YORK STATE PRISONER [5181],2019,2019 Q2,0
IP,Bellevue,Other Government,NEW YORK STATE PRISONER [5181],2019,2019 Q3,0
IP,Bellevue,Other Government,NY SART [5005],2019,2019 Q2,-207.89
IP,Bellevue,Other Government,NY SART [5005],2019,2019 Q3,0
IP,Bellevue,Other Government,NY SART [5005],2019,2019 Q4,209.17
IP,Bellevue,Other Government,NY SART [5005],2020,2020 Q1,0
IP,Bellevue,Other Government,NYSDOH UCP [5180],2019,2019 Q2,0
IP,Bellevue,Other Government,NYSDOH UCP [5180],2019,2019 Q3,0
IP,Bellevue,Other Government,NYSDOH UCP [5180],2020,2020 Q3,0
IP,Bellevue,Other Government,OTHER GOV MISC [5001],2019,2019 Q1,0
IP,Bellevue,Other Government,OTHER GOV MISC [5001],2019,2019 Q2,0
IP,Bellevue,Other Government,OTHER GOV MISC [5001],2019,2019 Q3,0
IP,Bellevue,Other Government,OTHER GOV MISC [5001],2019,2019 Q4,-20987.66
IP,Bellevue,Other Government,OTHER GOV MISC [5001],2020,2020 Q1,0
IP,Bellevue,Other Government,POINT COMFORT [5002],2019,2019 Q2,0
IP,Bellevue,Other Government,POINT COMFORT [5002],2020,2020 Q3,-30861.22
IP,Bellevue,Other Government,VETERANS ADMINISTRATION [9070],2019,2019 Q2,0
IP,Bellevue,Other Government,VETERANS ADMINISTRATION [9070],2019,2019 Q3,0
IP,Bellevue,Other Government,VETERANS ADMINISTRATION [9070],2019,2019 Q4,0
IP,Bellevue,Other Government,VETERANS ADMINISTRATION [9070],2020,2020 Q1,0
IP,Bellevue,Other Government,VETERANS ADMINISTRATION [9070],2020,2020 Q2,-56066.39
IP,Bellevue,Other Government,VETERANS ADMINISTRATION [9070],2020,2020 Q3,-17603.42
IP,Bellevue,Other Government,WORLD TRADE CENTER [6020],2019,2019 Q2,0
IP,Bellevue,Other Government,WORLD TRADE CENTER [6020],2019,2019 Q3,0
IP,Bellevue,Other Government,WORLD TRADE CENTER [6020],2019,2019 Q4,-26179.96
IP,Bellevue,Self-pay,Self-pay,2019,2019 Q1,0
IP,Bellevue,Self-pay,Self-pay,2019,2019 Q2,-70677.89
IP,Bellevue,Self-pay,Self-pay,2019,2019 Q3,-3328.99
IP,Bellevue,Self-pay,Self-pay,2019,2019 Q4,-751.65
IP,Bellevue,Self-pay,Self-pay,2020,2020 Q1,-1000.95
IP,Bellevue,Self-pay,Self-pay,2020,2020 Q2,-15931.61
IP,Bellevue,Self-pay,Self-pay,2020,2020 Q3,-607.3
IP,Bellevue,Worker's Comp,ESIS INS COMPANY [8064],2019,2019 Q3,-2669
IP,Bellevue,Worker's Comp,ESIS INS COMPANY [8064],2020,2020 Q1,-28475.09
IP,Bellevue,Worker's Comp,ESIS INS COMPANY [8064],2020,2020 Q2,0
IP,Bellevue,Worker's Comp,HARTFORD INSURANCE [8068],2019,2019 Q1,0
IP,Bellevue,Worker's Comp,HARTFORD INSURANCE [8068],2019,2019 Q2,0
IP,Bellevue,Worker's Comp,HARTFORD INSURANCE [8068],2019,2019 Q3,-65861.93
IP,Bellevue,Worker's Comp,STATE INSURANCE FND [8020],2019,2019 Q2,0
IP,Bellevue,Worker's Comp,TRAVELERS WORKERS COMP [8040],2019,2019 Q2,-10426.33
IP,Bellevue,Worker's Comp,TRAVELERS WORKERS COMP [8040],2019,2019 Q3,-20904.73
IP,Bellevue,Worker's Comp,TRAVELERS WORKERS COMP [8040],2019,2019 Q4,0
IP,Bellevue,Worker's Comp,WORKER'S COMP BOARD [8063],2019,2019 Q2,0
IP,Bellevue,Worker's Comp,WORKER'S COMP BOARD [8063],2019,2019 Q3,-20152.68
IP,Bellevue,Worker's Comp,WORKER'S COMP BOARD [8063],2019,2019 Q4,0
IP,Bellevue,Worker's Comp,WORKERS COMP MISC [8000],2019,2019 Q2,-160914.21
IP,Bellevue,Worker's Comp,WORKERS COMP MISC [8000],2019,2019 Q3,-558466.7
IP,Bellevue,Worker's Comp,WORKERS COMP MISC [8000],2019,2019 Q4,-382847.62
IP,Bellevue,Worker's Comp,WORKERS COMP MISC [8000],2020,2020 Q1,-49513.86
IP,Bellevue,Worker's Comp,WORKERS COMP MISC [8000],2020,2020 Q2,-17142.48
IP,Bellevue,Worker's Comp,WORKERS COMP MISC [8000],2020,2020 Q3,-21120.67
IP,Bellevue,zzDoNotUse Metroplus Medicaid,METROPLUS MCD [1200],2019,2019 Q1,0
IP,Bellevue,zzDoNotUse Metroplus Medicaid,METROPLUS MCD [1200],2019,2019 Q2,0
IP,Bellevue,zzDoNotUse Metroplus Medicaid,METROPLUS MCD [1200],2019,2019 Q3,0
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2018,2018 Q4,-34891.84
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2019,2019 Q1,-138423.01
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2019,2019 Q2,-260981.19
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2019,2019 Q3,3455.34
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2019,2019 Q4,9957.98
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2020,2020 Q1,-25
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2020,2020 Q2,-25
IP,Coney Island,Commercial,1199 NATIONAL BENEFIT FUND [5140],2020,2020 Q3,0
IP,Coney Island,Commercial,AETNA COMM [5020],2018,2018 Q4,-173074.4
IP,Coney Island,Commercial,AETNA COMM [5020],2019,2019 Q1,-335617.51
IP,Coney Island,Commercial,AETNA COMM [5020],2019,2019 Q2,-235735.96
IP,Coney Island,Commercial,AETNA COMM [5020],2019,2019 Q3,-103573.34
IP,Coney Island,Commercial,AETNA COMM [5020],2019,2019 Q4,-1071.44
IP,Coney Island,Commercial,AETNA COMM [5020],2020,2020 Q1,-5469.34
IP,Coney Island,Commercial,AETNA COMM [5020],2020,2020 Q2,-228.67
IP,Coney Island,Commercial,AETNA COMM [5020],2020,2020 Q3,-10542.25
IP,Coney Island,Commercial,AFFINITY HEALTH PLAN COMM [5040],2018,2018 Q4,0
IP,Coney Island,Commercial,AFFINITY HEALTH PLAN COMM [5040],2019,2019 Q1,0
IP,Coney Island,Commercial,AFFINITY HEALTH PLAN COMM [5040],2019,2019 Q2,-7697.9
IP,Coney Island,Commercial,AFFINITY HEALTH PLAN COMM [5040],2019,2019 Q4,39.6
IP,Coney Island,Commercial,AFFINITY HEALTH PLAN COMM [5040],2020,2020 Q1,-17.83
IP,Coney Island,Commercial,AFFINITY HEALTH PLAN COMM [5040],2020,2020 Q2,0
IP,Coney Island,Commercial,AFFINITY HEALTH PLAN COMM [5040],2020,2020 Q3,0
IP,Coney Island,Commercial,CIGNA [5160],2018,2018 Q4,-15568.86
IP,Coney Island,Commercial,CIGNA [5160],2019,2019 Q1,-64385.13
IP,Coney Island,Commercial,CIGNA [5160],2019,2019 Q2,-55904.39
IP,Coney Island,Commercial,CIGNA [5160],2019,2019 Q3,-127375.39
IP,Coney Island,Commercial,CIGNA [5160],2019,2019 Q4,-19845.83
IP,Coney Island,Commercial,CIGNA [5160],2020,2020 Q1,-300
IP,Coney Island,Commercial,CIGNA [5160],2020,2020 Q2,-4212.93
IP,Coney Island,Commercial,CIGNA [5160],2020,2020 Q3,-45111.25
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2018,2018 Q4,0
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2019,2019 Q1,-11495.9
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2019,2019 Q2,-81430.97
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2019,2019 Q3,-137508.37
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2019,2019 Q4,-24389.82
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2020,2020 Q1,-10971.22
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2020,2020 Q2,-56315.67
IP,Coney Island,Commercial,COMMERCIAL MISC [5000],2020,2020 Q3,-435.2
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2018,2018 Q4,-69147.59
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q1,-62599.08
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q2,-240600.19
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q3,-223021.09
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q4,-78956
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2020,2020 Q1,36212.47
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2020,2020 Q2,-14792.59
IP,Coney Island,Commercial,EMBLEMHEALTH COMM [5060],2020,2020 Q3,-400
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2018,2018 Q4,-278992.99
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q1,-1005092.87
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q2,-776181.11
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q3,-604243.17
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q4,923.87
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2020,2020 Q1,24320.24
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2020,2020 Q2,20191.6
IP,Coney Island,Commercial,EMPIRE BCBS COMM [6001],2020,2020 Q3,-10228.63
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2018,2018 Q4,0
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2019,2019 Q1,-47071.93
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2019,2019 Q2,-136335.55
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2019,2019 Q3,-71439.03
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2019,2019 Q4,-47963.04
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2020,2020 Q1,-3521.36
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2020,2020 Q2,3036.86
IP,Coney Island,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2020,2020 Q3,0
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2018,2018 Q4,0
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2019,2019 Q1,-314881.97
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2019,2019 Q2,-507721.39
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2019,2019 Q3,-414767.91
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2019,2019 Q4,-29185.75
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2020,2020 Q1,-9575.71
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2020,2020 Q2,-1485.12
IP,Coney Island,Commercial,FIDELIS CARE COMM [5120],2020,2020 Q3,-23734
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2018,2018 Q4,-25874.79
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q1,-54015.73
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q2,-65496.48
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q3,-76972.68
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q4,9577.5
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2020,2020 Q1,632.06
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2020,2020 Q2,0
IP,Coney Island,Commercial,HEALTHFIRST COMM [5070],2020,2020 Q3,0
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2018,2018 Q4,0
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2019,2019 Q1,0
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2019,2019 Q2,-35488.54
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2019,2019 Q3,-8677.22
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2019,2019 Q4,0
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2020,2020 Q1,0
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2020,2020 Q2,0
IP,Coney Island,Commercial,HUMANA COMMERCIAL [9030],2020,2020 Q3,0
IP,Coney Island,Commercial,MAGNACARE [5100],2018,2018 Q4,0
IP,Coney Island,Commercial,MAGNACARE [5100],2019,2019 Q1,-4459.62
IP,Coney Island,Commercial,MAGNACARE [5100],2019,2019 Q2,-40508.38
IP,Coney Island,Commercial,MAGNACARE [5100],2019,2019 Q3,-300
IP,Coney Island,Commercial,MAGNACARE [5100],2019,2019 Q4,-190
IP,Coney Island,Commercial,MAGNACARE [5100],2020,2020 Q1,-8787
IP,Coney Island,Commercial,MAGNACARE [5100],2020,2020 Q2,-2059
IP,Coney Island,Commercial,MAGNACARE [5100],2020,2020 Q3,-215
IP,Coney Island,Commercial,METROPLUS COMM [1002],2018,2018 Q4,-125144.33
IP,Coney Island,Commercial,METROPLUS COMM [1002],2019,2019 Q1,-312109.04
IP,Coney Island,Commercial,METROPLUS COMM [1002],2019,2019 Q2,-414742.96
IP,Coney Island,Commercial,METROPLUS COMM [1002],2019,2019 Q3,-60802.5
IP,Coney Island,Commercial,METROPLUS COMM [1002],2019,2019 Q4,-6212.95
IP,Coney Island,Commercial,METROPLUS COMM [1002],2020,2020 Q1,-4026.42
IP,Coney Island,Commercial,METROPLUS COMM [1002],2020,2020 Q2,-25538.2
IP,Coney Island,Commercial,METROPLUS COMM [1002],2020,2020 Q3,-26558.96
IP,Coney Island,Commercial,TRICARE [4011],2018,2018 Q4,0
IP,Coney Island,Commercial,TRICARE [4011],2019,2019 Q1,-356.88
IP,Coney Island,Commercial,TRICARE [4011],2019,2019 Q2,-25591.72
IP,Coney Island,Commercial,TRICARE [4011],2020,2020 Q1,-547.07
IP,Coney Island,Commercial,TRICARE [4011],2020,2020 Q2,0
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2018,2018 Q4,-52670.15
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2019,2019 Q1,-308912.54
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2019,2019 Q2,-56565.91
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2019,2019 Q3,-63749.45
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2019,2019 Q4,71924.03
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2020,2020 Q1,10234.85
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2020,2020 Q2,-4101.4
IP,Coney Island,Commercial,UHC OXFORD COMM [5080],2020,2020 Q3,-974.8
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2018,2018 Q4,-12486.2
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q1,-256361.93
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q2,-440588.91
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q3,-32194.41
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q4,-21826.77
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q1,-4499.65
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q2,-400
IP,Coney Island,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q3,-1400
IP,Coney Island,Commercial,WELLCARE COMM [5130],2018,2018 Q4,0
IP,Coney Island,Commercial,WELLCARE COMM [5130],2019,2019 Q1,-59165.07
IP,Coney Island,Commercial,WELLCARE COMM [5130],2019,2019 Q2,0
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2018,2018 Q4,-1137697.29
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q1,-4238898.05
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q2,-4143883.09
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q3,-961975.54
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q4,-73265.92
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q1,-6368.53
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q2,-1966.98
IP,Coney Island,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q3,0
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2018,2018 Q4,-1594630.47
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q1,-4847479.35
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q2,-4725903.61
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q3,-1045387.09
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q4,-224203.21
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q1,14812.66
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q2,-12801.47
IP,Coney Island,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q3,4726.02
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID [3050],2018,2018 Q4,0
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q1,0
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q2,-2208.12
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q3,0
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q4,0
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID NJ [3020],2018,2018 Q4,0
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q2,0
IP,Coney Island,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q3,-10197.68
IP,Coney Island,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q1,0
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2018,2018 Q4,-11740.75
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q1,-41503.64
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q2,-128306.02
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q3,-114141.54
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q4,-4895.44
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q1,-1668.53
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q2,-52660.61
IP,Coney Island,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q3,-6012.8
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2018,2018 Q4,-7209.65
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q1,-16497.18
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q2,-109877.73
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q3,-59615.84
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q4,-8106.8
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q1,5231.64
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q2,-7062.54
IP,Coney Island,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q3,-844.45
IP,Coney Island,Medicaid Managed Care,ELDERPLAN MCD [3260],2018,2018 Q4,0
IP,Coney Island,Medicaid Managed Care,ELDERPLAN MCD [3260],2019,2019 Q1,0
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2018,2018 Q4,-43094.11
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q1,-75940.44
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q2,-342866.79
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q3,-204767.17
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q4,-25246.49
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q1,-12584.79
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q2,-489.37
IP,Coney Island,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q3,0
IP,Coney Island,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2018,2018 Q4,-42222.73
IP,Coney Island,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q1,-400898.24
